screen_id,name,module,recipe,mapping_status,source_paths
"FOS-CATTLE-020","Lactation History","cattle","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-021","SCC Capture","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-022","SCC History","cattle","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-023","Locomotion Score","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-024","Dry-Off","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-025","Beef Dashboard","cattle","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-026","Feedlot Placement","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-027","Feedlot Lot Detail","cattle","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-028","Days on Feed","cattle","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-029","Lot Close-Out","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-030","Movement","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-031","Official Movement Record","cattle","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-032","Pedigree","cattle","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/CattleOperationsScreen.kt"
"FOS-CATTLE-033","Health Summary","cattle","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-034","Status Change","cattle","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED","app/src/main/java/com/farmos/app/SpeciesHerdScreen.kt"
"FOS-CATTLE-035","Timeline","cattle","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CATTLE-036","Cattle Report","cattle","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-001","Poultry Dashboard","poultry","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-002","Enabled Poultry Kinds","poultry","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-003","Enable Kind","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-004","Flock List","poultry","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-005","Flock Profile","poultry","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-006","House List","poultry","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-007","House Detail","poultry","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-008","Placement","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-009","Daily Mortality","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-010","Egg Production","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-011","Egg Collection","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-012","Feed or FCR","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-013","Vaccination Schedule","poultry","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-014","Vaccination Capture","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-015","Biosecurity Dashboard","poultry","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-016","Biosecurity Check","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-017","Hatchery Dashboard","poultry","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-018","Eggs Set","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-019","Incubation Batch","poultry","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-020","Candling","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-021","Hatch Result","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/PoultryExperienceScreen.kt"
"FOS-POULTRY-022","Chick Placement","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-023","Flock Move","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-024","Flock Close-Out","poultry","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-025","Poultry Health","poultry","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-026","Flock Timeline","poultry","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-POULTRY-027","Poultry Report","poultry","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-001","Health Dashboard","health","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-002","Today Health Actions","health","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-003","Observation List","health","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-004","Record Observation","health","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-005","Health Case Detail","health","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-006","Treatment List","health","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-007","Record Treatment","health","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-008","Treatment Detail","health","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-009","Withdrawal Dashboard","health","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-010","Withdrawal Detail","health","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-011","Vaccination Schedule","health","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-012","Vaccination Capture","health","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-013","Formulary","health","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-014","Formulary Item","health","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-015","Protocol Packs","health","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-016","Protocol Pack Detail","health","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-017","Accept Protocol Pack","health","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-018","Apply Protocol Pack","health","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-019","Protocol Slot Editor","health","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-020","Vet Visit List","health","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-021","Record Vet Visit","health","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-022","Vet Visit Detail","health","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-023","Lab Results","health","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-024","Record Lab Result","health","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-025","Lab Result Detail","health","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-026","Disease or Reference Library","health","P11","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/HealthExperienceScreen.kt"
"FOS-HEALTH-027","Reference Detail","health","P11","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-028","Emergency or Red Flag","health","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-029","Health Timeline","health","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-HEALTH-030","Health Report","health","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-TASK-001","Today Board","task","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/TasksBoardScreen.kt"
"FOS-TASK-002","All Tasks","task","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-TASK-003","Task Detail","task","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-TASK-004","Create Task","task","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/TasksBoardScreen.kt"
"FOS-TASK-005","Edit Task","task","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-TASK-006","Assigned to Me","task","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-TASK-007","Scheduled","task","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/TasksBoardScreen.kt"
"FOS-TASK-008","Overdue","task","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/TasksBoardScreen.kt"
"FOS-TASK-009","Completed","task","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/TasksBoardScreen.kt"
"FOS-TASK-010","Calendar","task","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-TASK-011","Recurrence","task","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-TASK-012","Task Attachment","task","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-TASK-013","Task Completion Evidence","task","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-TASK-014","Task Generated by Protocol","task","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-TASK-015","Task Generated by Lifecycle","task","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-INV-001","Inventory Dashboard","inv","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/InventoryExperienceScreen.kt"
"FOS-INV-002","Inventory List","inv","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/InventoryExperienceScreen.kt"
"FOS-INV-003","Inventory Item","inv","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-INV-004","Create Item","inv","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/InventoryExperienceScreen.kt"
"FOS-INV-005","Receive Stock","inv","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/InventoryExperienceScreen.kt"
"FOS-INV-006","Receive Lot","inv","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/InventoryExperienceScreen.kt"
"FOS-INV-007","Issue Stock","inv","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/InventoryExperienceScreen.kt"
"FOS-INV-008","FEFO Issue","inv","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/InventoryExperienceScreen.kt"
"FOS-INV-009","Lot Detail","inv","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-INV-010","Expiry Queue","inv","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-INV-011","Low Stock","inv","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-INV-012","Reorder Rules","inv","P14","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/InventoryExperienceScreen.kt"
"FOS-INV-013","Reorder Alert","inv","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/InventoryExperienceScreen.kt"
"FOS-INV-014","Stock Movement History","inv","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-INV-015","Stock Adjustment","inv","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-INV-016","Stock Count","inv","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-INV-017","Inventory Search","inv","P13","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-INV-018","Supplier Binding","inv","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-INV-019","Inventory Report","inv","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-001","Feed Dashboard","feed","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-002","Feed Inventory","feed","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-003","Feed Item","feed","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-004","Feed Plan","feed","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-005","Feeding Schedule","feed","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-006","Feed Issue or Consumption","feed","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-007","Feed Cost","feed","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-008","Ration Builder","feed","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-009","Ration Analysis","feed","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-010","Ration Compare","feed","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-011","Feed Alert","feed","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FEED-012","Feed Report","feed","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-WATER-001","Water Dashboard","water","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-WATER-002","Water Point List","water","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-WATER-003","Water Point Detail","water","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-WATER-004","Consumption Capture","water","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-WATER-005","Water Inspection","water","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-WATER-006","Water Quality Result","water","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-WATER-007","Water Issue","water","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-WATER-008","Water Maintenance","water","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-WATER-009","Water History","water","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-WATER-010","Water Report","water","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-001","Pasture Dashboard","pasture","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-002","Paddock List","pasture","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-003","Paddock Detail","pasture","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-004","Grazing Rotation","pasture","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-005","Group Movement","pasture","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-006","Rest Period","pasture","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-007","Carrying Capacity","pasture","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-008","Pasture Condition","pasture","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-009","Grazing History","pasture","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-010","Pasture Map","pasture","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PASTURE-011","Pasture Report","pasture","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GROUP-001","Groups","group","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GROUP-002","Group Detail","group","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GROUP-003","Create Group","group","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GROUP-004","Edit Group","group","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GROUP-005","Membership","group","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GROUP-006","Group Census","group","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GROUP-007","Group Move","group","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GROUP-008","Group Health","group","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GROUP-009","Group Timeline","group","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-LABOUR-001","Labour Dashboard","labour","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-LABOUR-002","Worker List","labour","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-LABOUR-003","Worker Detail","labour","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-LABOUR-004","Worker Assignment","labour","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-LABOUR-005","Work Log","labour","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-LABOUR-006","Attendance or Availability","labour","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-LABOUR-007","Labour Cost","labour","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-LABOUR-008","Coverage or Workload","labour","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-LABOUR-009","Labour Report","labour","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-001","Assets Dashboard","asset","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-002","Asset Register","asset","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-003","Asset Detail","asset","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-004","Create Asset","asset","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-005","Meter or Usage Capture","asset","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-006","Maintenance Schedule","asset","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-007","Maintenance Job","asset","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-008","Breakdown","asset","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-009","Service History","asset","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-010","Asset Documents","asset","P11","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-011","Asset Photo Gallery","asset","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-ASSET-012","Asset Report","asset","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FIN-001","Finance Dashboard","fin","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/FinanceExperienceScreen.kt"
"FOS-FIN-002","Transactions","fin","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/FinanceExperienceScreen.kt"
"FOS-FIN-003","Transaction Detail","fin","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FIN-004","Record Income","fin","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/FinanceExperienceScreen.kt"
"FOS-FIN-005","Record Expense","fin","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED","feature/ops/src/main/kotlin/com/farmos/feature/ops/FinanceExperienceScreen.kt"
"FOS-FIN-006","Enterprise Profitability","fin","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FIN-007","Species Cost","fin","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FIN-008","Activity Cost","fin","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FIN-009","Cash Flow","fin","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FIN-010","Budget","fin","P08","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FIN-011","Variance","fin","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FIN-012","Finance Report","fin","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-FIN-013","Export","fin","P13","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-001","Sales Dashboard","sales","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-002","Customer List","sales","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-003","Customer Detail","sales","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-004","Sales Orders","sales","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-005","Sale Detail","sales","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-006","Create Sale","sales","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-007","Animal Sale","sales","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-008","Produce Sale","sales","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-009","Rabbit Reservation Sale","sales","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-010","Delivery or Collection","sales","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-011","Sales History","sales","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-SALES-012","Sales Report","sales","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PROC-001","Procurement Dashboard","proc","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PROC-002","Supplier List","proc","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PROC-003","Supplier Detail","proc","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PROC-004","Purchase Orders","proc","P05","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PROC-005","Purchase Detail","proc","P06","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PROC-006","Create Purchase","proc","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PROC-007","Receive Purchase","proc","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PROC-008","Purchase to Inventory","proc","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PROC-009","Procurement History","proc","P09","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-PROC-010","Procurement Report","proc","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CAP-001","Capacity Dashboard","cap","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CAP-002","Housing Capacity","cap","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CAP-003","Stocking Pressure","cap","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CAP-004","Cage Capacity","cap","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CAP-005","Poultry House Capacity","cap","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CAP-006","Paddock Capacity","cap","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CAP-007","Feed Capacity","cap","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CAP-008","Water Capacity","cap","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CAP-009","Capacity Forecast","cap","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-CAP-010","Capacity Alert","cap","P12","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GEN-001","Genetics Dashboard","gen","P04","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GEN-002","Pedigree Explorer","gen","P10","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
"FOS-GEN-003","Parentage Record","gen","P07","PROPOSED_CONTRACT_REVIEW_REQUIRED",""
