screen_id,name,module,registry_status,route_evidence,runtime_reachability,scoped_parameters,return_restoration,authorization,deep_link,feature_ids,feature_contract,visual_status,feature_status,notes
FOS-GLOBAL-001,Splash,global,MAPPED,STATIC_MAIN_ACTIVITY_SPLASH_BRANCH,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-GOAT-039,Register Kid,goat,MAPPED,STATIC_SOURCE_MAP_HINT_ONLY,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-GOAT-040,Kid Cohort,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-041,Kid Profile,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-042,Weaning,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-043,Lactation Plan,goat,MAPPED,STATIC_SOURCE_MAP_HINT_ONLY,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-GOAT-044,Pedigree Tree,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-045,Parentage Editor,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-046,Breeding Candidate Compare,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-047,Goat Groups,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-048,Group Membership,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-049,Goat Movement,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-050,Official Identifier,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-051,Status Change,goat,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-GOAT-052,Sale Exit,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-053,Mortality Record,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-054,Cull Record,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-GOAT-055,Goat Report,goat,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-001,Rabbitry Dashboard,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-002,Breeding Animals,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-003,Doe Profile,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-004,Buck Profile,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-005,Rabbit Registration,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-006,Cage Dashboard,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-007,Cage Detail,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-008,Cage Occupancy,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-009,Breeding Wave,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-010,Mating,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-011,Palpation,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-012,Pregnancy Status,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-013,Nest-Box Schedule,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-014,Nest Placement,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-015,Nest Removal,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-016,Kindling Due,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-017,Record Kindling,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-018,Litter Profile,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-019,Kit Census,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-020,Foster Kits,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-021,Kit Mortality,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-022,Weaning,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-023,Individualise Kits,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-024,Retention Selection,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-025,Replacement Candidate Compare,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-026,Market Plan,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-027,Customer Waitlist,rabbit,MAPPED,STATIC_CODE_ID_REFERENCE_ONLY,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-028,Reservation,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-029,Contract,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-030,Sale Allocation,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-031,Rabbit Pedigree,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-032,Rabbit Weight,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-033,Rabbit Health,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-034,GI Stasis Red-Flag,rabbit,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-RABBIT-035,Rabbit Timeline,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-RABBIT-036,Rabbit Report,rabbit,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-SHEEP-001,Sheep Dashboard,sheep,MAPPED,STATIC_SOURCE_MAP_HINT_ONLY,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-002,Mob or Flock List,sheep,MAPPED,STATIC_SOURCE_MAP_HINT_ONLY,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-003,Sheep Profile,sheep,MAPPED,STATIC_SOURCE_MAP_HINT_ONLY,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-004,Sheep Registration,sheep,MAPPED,STATIC_SOURCE_MAP_HINT_ONLY,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-005,EID Scan,sheep,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-SHEEP-006,Weight Capture,sheep,MAPPED,STATIC_SOURCE_MAP_HINT_ONLY,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-007,Growth History,sheep,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-SHEEP-008,BCS,sheep,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-SHEEP-009,FAMACHA,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-010,Joining Dashboard,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-011,Record Joining,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-012,Pregnancy Scan,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-013,Lambing Due,sheep,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-SHEEP-014,Record Lambing,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-015,Lamb Profile,sheep,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-SHEEP-016,Lamb Marking,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-017,Weaning,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-018,Wool Dashboard,sheep,MAPPED,NO_ROUTE_EVIDENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,No source-derived route evidence at checkpoint; implementation/contract discovery required.
FOS-SHEEP-019,Shearing,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-020,Fleece Record,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-021,Micron or Fibre Result,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-022,Dag Score,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
FOS-SHEEP-023,Footrot,sheep,MAPPED,STATIC_SOURCE_MAP_PLUS_CODE_ID_REFERENCE,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNEXECUTED,UNRESOLVED_CANONICAL_FEATURE_ID_CATALOG,OPEN,NOT_GREEN,NOT_GREEN,Static evidence only; execute route/interaction tests before treating as reachable.
